id,imdb_id,title,original_title,release_year,release_date,runtime_minutes,genres,production_companies,production_countries,spoken_languages,belongs_to_collection,popularity,vote_average,vote_count,weighted_rating,budget,revenue,overview,tagline,status,original_language,adult,video,keywords,has_mpst_synopsis
224141,tt2180411,Into the Woods,Into the Woods,2014,2014-12-25,125.0,"[""Fantasy"",""Comedy"",""Music""]","[""Walt Disney Pictures"",""Marc Platt Productions"",""Lucamar Productions""]","[""United States of America""]","[""English""]",,9.580785,5.6,1688,5.6904,50000000,212902372,"In a woods filled with magic and fairy tale characters, a baker and his wife set out to end the curse put on them by their neighbor, a spiteful witch.",Be careful what you wish for...,Released,en,False,False,"[""witch"",""cinderella"",""prince"",""fairy tale"",""musical"",""princess"",""based on play or musical"",""sondheim"",""curse"",""beanstalk"",""duringcreditsstinger"",""red riding hood""]",True
228203,tt2097298,"McFarland, USA","McFarland, USA",2015,2015-02-20,128.0,"[""Drama""]","[""Walt Disney Pictures"",""Mayhem Pictures""]","[""United States of America""]","[""English"",""Italiano""]",,6.894606,7.4,216,6.7018,0,45710059,A track coach in a small California town transforms a team of athletes into championship contenders.,Champions Can Come From Anywhere.,Released,en,False,False,"[""california"",""small town"",""coach"",""championship"",""woman director"",""track and field""]",False
241259,tt2567026,Alice Through the Looking Glass,Alice Through the Looking Glass,2016,2016-05-25,113.0,"[""Family"",""Fantasy""]","[""Walt Disney Pictures"",""Team Todd"",""Tim Burton Productions"",""Roth Films"",""Legend3D""]","[""United Kingdom"",""United States of America""]","[""English""]",Alice in Wonderland Collection,14.61608,6.5,1782,6.4567,170000000,299370084,"In the sequel to Tim Burton's ""Alice in Wonderland"", Alice Kingsleigh returns to Underland and faces a new adventure in saving the Mad Hatter.",It's time for a little madness.,Released,en,False,False,"[""based on novel"",""clock"",""queen"",""sequel"",""alice in wonderland"",""dark fantasy"",""mad hatter"",""3d""]",True
253353,tt1127884,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,Hannah Montana & Miley Cyrus: Best of Both Worlds Concert,2008,2008-02-01,82.0,"[""Documentary"",""Music""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",,1.949504,5.7,23,6.1636,0,0,"In this concert film, 'Hannah Montana' star Miley Cyrus performs a slew of hit songs, including 'Just Like You' and 'Life's What You Make It.'",,Released,en,False,False,"[""music concert""]",False
260514,tt3606752,Cars 3,Cars 3,2017,2017-06-15,109.0,"[""Family"",""Comedy"",""Animation"",""Adventure""]","[""Walt Disney Pictures"",""Pixar Animation Studios""]","[""United States of America""]","[""English""]",Cars Collection,19.148182,6.6,718,6.4819,175000000,350170057,"Blindsided by a new generation of blazing-fast racers, the legendary Lightning McQueen is suddenly pushed out of the sport he loves. To get back in the game, he will need the help of an eager young race technician with her own plan to win, inspiration from the late Fabulous Hudson Hornet, and a few unexpected turns. Proving that #95 isn't through yet will test the heart of a champion on Piston Cup Racing’s biggest stage!","From this moment, everything will change",Released,en,False,False,"[""cgi"",""anthropomorphism""]",False
267935,tt3691740,The BFG,The BFG,2016,2016-06-01,120.0,"[""Adventure"",""Family"",""Fantasy""]","[""Walt Disney Pictures"",""Amblin Entertainment"",""Reliance Entertainment"",""Kennedy/Marshall Company, The"",""Walden Media""]","[""India"",""United States of America""]","[""English""]",,18.769476,6.0,1026,6.0451,140000000,183345589,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",The world is more giant than you can imagine.,Released,en,False,False,"[""london england"",""england"",""based on novel"",""queen"",""little girl"",""orphan"",""cannibal"",""giant"",""evil brother""]",False
269149,tt2948356,Zootopia,Zootopia,2016,2016-02-11,108.0,"[""Animation"",""Adventure"",""Family"",""Comedy""]","[""Walt Disney Pictures"",""Walt Disney Animation Studios""]","[""United States of America""]","[""English""]",,26.024868,7.7,4961,7.6144,150000000,1023784195,"Determined to prove herself, Officer Judy Hopps, the first bunny on Zootopia's police force, jumps at the chance to crack her first case - even if it means partnering with scam-artist fox Nick Wilde to solve the mystery.",Welcome to the urban jungle.,Released,en,False,False,"[""fox"",""prejudice"",""conspiracy"",""urban"",""female protagonist"",""anthropomorphism"",""rabbit"",""rookie cop"",""missing person"",""injustice"",""stereotype"",""discrimination"",""3d"",""animals""]",True
277834,tt3521164,Moana,Moana,2016,2016-11-23,107.0,"[""Adventure"",""Animation"",""Family""]","[""Walt Disney Pictures"",""Walt Disney Animation Studios""]","[""United States of America""]","[""English""]",,9.143457,7.3,3471,7.2124,150000000,643034466,"In Ancient Polynesia, when a terrible curse incurred by Maui reaches an impetuous Chieftain's daughter's island, she answers the Ocean's call to seek out the demigod to set things right.",The ocean is calling.,Released,en,False,False,"[""ocean"",""sailboat"",""mythology"",""island"",""musical"",""animation"",""curse"",""young girl"",""sailor"",""aftercreditsstinger"",""demigod"",""polynesia"",""voyage"",""pacific  ocean"",""quest"",""maui"",""animal sidekick""]",True
278927,tt3040964,The Jungle Book,The Jungle Book,2016,2016-04-07,106.0,"[""Family"",""Adventure"",""Drama"",""Fantasy""]","[""Walt Disney Pictures"",""Walt Disney Studios Motion Pictures"",""Fairview Entertainment"",""Moving Picture Company (MPC)""]","[""United Kingdom"",""United States of America""]","[""English""]",,17.432758,6.7,2977,6.6541,175000000,966550600,"After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther, Bagheera, and free spirited bear, Baloo.",,Released,en,False,False,"[""based on novel"",""snake"",""wolf"",""elephant"",""tiger"",""feral child"",""panther"",""remake"",""bear"",""jungle"",""talking animal"",""orphan"",""animal"",""talking to animals""]",True
283995,tt3896198,Guardians of the Galaxy Vol. 2,Guardians of the Galaxy Vol. 2,2017,2017-04-19,137.0,"[""Action"",""Adventure"",""Comedy"",""Science Fiction""]","[""Walt Disney Pictures"",""Marvel Studios""]","[""United States of America""]","[""English""]",Guardians of the Galaxy Collection,185.330992,7.6,4858,7.5185,200000000,863416141,The Guardians must fight to keep their newfound family together as they unravel the mysteries of Peter Quill's true parentage.,Obviously.,Released,en,False,False,"[""sequel"",""superhero"",""based on comic"",""misfit"",""space"",""outer space"",""aftercreditsstinger"",""duringcreditsstinger""]",False
284052,tt1211837,Doctor Strange,Doctor Strange,2016,2016-10-25,115.0,"[""Action"",""Adventure"",""Fantasy"",""Science Fiction""]","[""Walt Disney Pictures"",""Marvel Studios""]","[""United States of America""]","[""English""]",,43.847654,7.1,5880,7.0563,165000000,677718395,"After his career is destroyed, a brilliant but arrogant surgeon gets a new lease on life when a sorcerer takes him under his wing and trains him to defend the world against evil.",Open your mind. Change your reality.,Released,en,False,False,"[""magic"",""marvel comic"",""superhero"",""based on comic"",""sorcerer"",""doctor"",""neurosurgeon"",""wizard"",""aftercreditsstinger"",""duringcreditsstinger"",""marvel cinematic universe""]",True
291157,tt3554418,Khoobsurat,Khoobsurat,2014,2014-09-19,131.0,"[""Comedy"",""Romance""]","[""Walt Disney Pictures"",""UTV Motion Pictures"",""Anil Kapoor Film Company""]","[""India""]","[""हिन्दी""]",,1.61641,6.6,44,6.2504,0,0,"A vibrant, hopelessly romantic physiotherapist meets a handsome young Rajput prince who is the complete opposite of her – and is engaged to someone else.",,Released,hi,False,False,[],True
294272,tt2788732,Pete's Dragon,Pete's Dragon,2016,2016-08-10,102.0,"[""Adventure"",""Family"",""Fantasy""]","[""Walt Disney Pictures"",""Walt Disney Studios Motion Pictures""]","[""United States of America""]","[""English""]",,12.189941,6.2,697,6.1997,65000000,143695338,"Pete is a mysterious 10-year-old with no family and no home who claims to live in the woods with a giant, green dragon named Elliott. With the help of Natalie, an 11-year-old girl whose father Jack owns the local lumber mill, forest ranger Grace sets out to determine where Pete came from, where he belongs, and the truth about this dragon.",Some secrets are too big to keep.,Released,en,False,False,"[""feral child"",""remake"",""dragon"",""orphan"",""1980s"",""live action and animation""]",False
297270,tt3120408,Tinker Bell and the Legend of the NeverBeast,Tinker Bell and the Legend of the NeverBeast,2014,2014-12-12,77.0,"[""Adventure"",""Animation"",""Family""]","[""Walt Disney Pictures""]","[""United States of America""]","[""English""]",Tinker Bell Collection,8.106333,7.0,270,6.5785,0,0,"An ancient myth of a massive creature sparks the curiosity of Tinker Bell and her good friend Fawn, an animal fairy who’s not afraid to break the rules to help an animal in need. But this creature is not welcome in Pixie Hollow — and the scout fairies are determined to capture the mysterious beast, who they fear will destroy their home. Fawn must convince her fairy friends to risk everything to rescue the NeverBeast.",,Released,en,False,False,"[""fairy"",""fairy tale"",""tinkerbell""]",False
300673,tt2025690,The Finest Hours,The Finest Hours,2016,2016-01-25,114.0,"[""Action"",""Drama"",""History"",""Thriller""]","[""Walt Disney Pictures"",""Whitaker Entertainment"",""Bergsten Music"",""Red Hawk Entertainment""]","[""United States of America""]","[""English""]",,10.385757,6.3,597,6.2663,80000000,52099090,The Coast Guard makes a daring rescue attempt off the coast of Cape Cod after a pair of oil tankers are destroyed during a blizzard in 1952.,"32 survivors, room for 12.",Released,en,False,False,"[""coast guard"",""based on true story"",""survival"",""rescue mission"",""storm at sea"",""sinking ship"",""1950s"",""3d""]",True
317557,tt4341582,Queen of Katwe,Queen of Katwe,2016,2016-09-23,124.0,"[""Drama""]","[""Walt Disney Pictures"",""Walt Disney Productions"",""ESPN films""]","[""United States of America"",""South Africa""]","[""English""]",,6.164561,7.1,103,6.4294,15000000,10367161,A young girl overcomes her disadvantaged upbringing in the slums of Uganda to become a Chess master.,,Released,en,False,False,"[""sport"",""woman director""]",False
321612,tt2771200,Beauty and the Beast,Beauty and the Beast,2017,2017-03-16,129.0,"[""Family"",""Fantasy"",""Romance""]","[""Walt Disney Pictures"",""Mandeville Films""]","[""United Kingdom"",""United States of America""]","[""English""]",,287.253654,6.8,5530,6.7691,160000000,1262886337,A live-action adaptation of Disney's version of the classic 'Beauty and the Beast' tale of a cursed prince and a beautiful young woman who helps him break the spell.,Be our guest.,Released,en,False,False,"[""france"",""magic"",""castle"",""fairy tale"",""musical"",""curse"",""anthropomorphism"",""creature"",""held captive"",""gothic"",""18th century"",""beast"",""3d""]",True
330459,tt3748528,Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,2016,2016-12-14,133.0,"[""Action"",""Adventure"",""Science Fiction""]","[""Lucasfilm"",""Walt Disney Pictures"",""Allison Shearmur Productions"",""Black Hangar Studios"",""Stereo D""]","[""United States of America""]","[""English""]",Star Wars Collection,36.567575,7.4,5111,7.3334,200000000,1056057273,A rogue band of resistance fighters unite for a mission to steal the Death Star plans and bring a new hope to the galaxy.,A Rebellion Built on Hope,Released,en,False,False,"[""rebel"",""space battle"",""space travel"",""war"",""prequel"",""spaceship"",""space"",""alien"",""death star"",""jedi"",""rebellion"",""female protagonist"",""space western"",""gunfight"",""suicide mission"",""robot"",""spin off"",""laser gun"",""space opera"",""alien language"",""against the odds"",""blind man""]",True
